NBRHOOD,LANDVAL,IMPROVAL,SALEPRIC,SALTOAPR
F,18480,24331,40000,0.93
F,10568,16889,28325,1.03
F,6475,40964,66500,1.40
F,9737,34753,45500,1.02
F,8836,32819,50000,1.20
F,9009,36008,99302,2.21
F,9009,33306,53600,1.27
F,9009,24824,51300,1.52
F,12780,21193,45000,1.32
F,12600,22860,32000,0.90
F,11647,24250,49200,1.37
F,11844,31625,55200,1.27
F,13226,20440,48500,1.44
F,13818,21995,32000,0.89
F,13818,20281,32000,0.94
F,13028,21221,44000,1.28
F,13028,22547,49800,1.40
F,12831,20111,35000,1.06
F,13725,27174,64900,1.59
F,16678,25666,50500,1.19
F,17002,42722,65000,1.09
F,9870,15702,38000,1.49
F,39480,13027,50000,0.95
F,9475,20084,39000,1.32
F,14112,39286,64900,1.22
F,12731,25210,57800,1.52
F,12338,26450,57000,1.47
F,18260,27547,62000,1.35
F,12041,22986,48400,1.38
F,10395,33676,65500,1.49
F,9529,22755,11900,0.37
F,10000,15814,33700,1.31
F,24718,16687,49000,1.18
F,10000,40381,58700,1.17
F,10000,35241,48800,1.08
F,10000,32001,59900,1.43
F,10000,15805,34000,1.32
F,10000,29441,49900,1.27
F,11880,20259,42100,1.31
F,14283,15977,58000,1.92
F,15318,21900,58000,1.56
F,15732,33064,74000,1.52
F,14697,20014,19000,0.55
F,14697,34145,65900,1.35
F,11966,34928,18500,0.39
F,10488,31203,50000,1.20
F,16500,33177,12500,0.25
F,11187,26161,44500,1.19
F,11362,26521,43500,1.15
F,12184,24143,50000,1.38
F,14566,29044,19000,0.44
F,12640,30428,56500,1.31
F,12672,27292,54900,1.37
F,12222,29047,56000,1.36
F,12222,36867,6000,0.12
F,22385,56096,79900,1.02
F,12696,31860,53900,1.21
F,12696,30839,61000,1.40
F,9660,29667,46000,1.17
F,9660,29998,53900,1.36
F,9660,29668,46300,1.18
F,14490,14954,49500,1.68
F,9660,33311,51000,1.19
F,9660,30330,31500,0.79
F,14490,27429,44900,1.07
F,15180,27965,56500,1.31
F,12650,22834,55500,1.56
F,12650,10293,41000,1.79
F,12650,11279,40000,1.67
F,10350,25096,55000,1.55
F,14490,23429,30000,0.79
F,9660,28890,50000,1.30
F,9660,30538,45000,1.12
F,13200,18801,54500,1.70
F,15400,16962,58000,1.79
F,20700,12317,28500,0.86
F,23000,38606,85000,1.38
F,10580,10251,50900,2.44
F,16100,22307,45000,1.17
F,18400,36256,23100,0.42
F,12600,45692,61500,1.06
F,16800,13291,42300,1.41
F,9660,12142,35300,1.62
F,9660,21489,44000,1.41
F,8280,41421,67000,1.35
F,8280,20288,35500,1.24
F,5520,41057,62500,1.34
F,5520,24962,48500,1.59
F,5520,25705,67000,2.15
F,9600,37037,73500,1.58
F,6000,32603,44300,1.15
F,5520,21164,42700,1.60
F,5520,31145,42500,1.16
F,5520,5000,21000,2.00
F,5520,19123,44900,1.82
F,5520,36195,55600,1.33
F,5520,12322,10000,0.56
F,5520,17389,46800,2.04
F,5520,8799,6900,0.48
F,9600,22171,48500,1.53
G,6670,8920,29900,1.92
G,6670,7997,23300,1.59
G,6670,12672,13000,0.67
G,6670,9879,17800,1.08
G,6670,36186,42500,0.99
G,7468,19198,68700,2.58
G,6670,25282,49600,1.55
G,6670,14605,28000,1.32
G,13340,11711,25000,1.00
G,6670,18140,36900,1.49
G,6525,13862,44300,2.17
G,13340,15247,20000,0.70
G,6525,10554,14500,0.85
G,6525,9501,29500,1.84
G,6525,7640,14000,0.99
G,6786,38392,48000,1.06
G,6670,11685,12000,0.65
G,6670,19731,42000,1.59
G,7178,9468,27000,1.62
G,6670,11210,23400,1.31
G,6670,16118,40200,1.76
G,4314,6288,8000,0.75
G,6786,15047,10000,0.46
G,6670,9513,19000,1.17
G,6670,11959,27000,1.45
G,6670,8751,21000,1.36
G,7468,10371,16500,0.92
G,6525,15179,26000,1.20
G,13340,14139,39900,1.45
G,6670,16601,54000,2.32
G,10556,24242,40909,1.18
G,8934,17130,35000,1.34
G,9504,18804,49000,1.73
G,10692,21700,51500,1.59
G,9720,21877,51900,1.64
G,9720,33396,55000,1.28
G,9504,21469,36300,1.17
G,9504,24897,43500,1.26
G,26624,48364,90000,1.20
G,10080,39115,40000,0.81
G,9360,27101,50000,1.37
G,9360,19239,41000,1.43
G,8363,17708,29500,1.13
G,13459,37393,52500,1.03
G,17298,26162,50000,1.15
G,17945,31952,61500,1.23
G,7518,14369,22000,1.01
G,10928,25835,34600,0.94
G,9920,41092,59400,1.16
G,7750,23378,35600,1.14
G,8119,8873,27000,1.59
G,11860,19223,40000,1.29
G,15982,20688,53500,1.46
G,7518,30122,46500,1.24
G,7518,35966,48000,1.10
G,8089,15358,35000,1.49
G,6345,10995,23000,1.33
G,15525,11084,40000,1.50
G,6028,16691,39000,1.72
G,6345,10085,40000,2.43
G,6345,20275,32500,1.22
G,6345,11049,14000,0.80
G,6345,6727,15000,1.15
G,6345,11270,26000,1.48
G,6345,9354,28000,1.78
G,4600,14439,28000,1.47
G,6210,6444,9900,0.78
G,9453,21544,38400,1.24
G,8538,16663,40000,1.59
G,6670,11334,10500,0.58
G,6670,15017,15300,0.71
G,11310,21360,30000,0.92
G,7487,16744,30500,1.26
G,6894,12781,14955,0.76
G,17215,26752,13000,0.30
G,6815,10785,37100,2.11
G,11722,35821,31300,0.66
G,6815,14679,10000,0.47
G,14570,20698,46500,1.32
G,6075,13066,37400,1.95
G,8662,10987,22000,1.12
G,6210,18231,10000,0.41
G,6210,24736,38300,1.24
G,6210,9706,5500,0.35
G,6210,9438,15000,0.96
G,6804,21587,15000,0.53
G,10125,10841,25400,1.21
G,6210,10516,31700,1.90
G,6210,23822,41900,1.40
G,9794,23600,51000,1.53
G,8239,23791,42000,1.31
G,6790,9790,42000,2.53
G,17000,27062,42900,0.97
G,9400,54096,74900,1.18
G,12739,56809,79900,1.15
G,8908,25328,35500,1.04
G,8908,19644,51300,1.80
G,7762,22808,43500,1.42
G,8940,26033,55000,1.57
G,8940,20115,42000,1.45
G,8940,29099,20000,0.53
G,8554,30110,37400,0.97
G,7140,7729,17500,1.18
G,15375,21353,42400,1.15
G,9870,28014,33000,0.87
G,15914,20812,45000,1.23
G,7741,8790,8000,0.48
G,9734,15815,28000,1.10
G,6909,28411,50000,1.42
G,17766,22553,61400,1.52
G,6580,13590,28000,1.39
G,6580,34980,53600,1.29
G,19404,14430,39500,1.17
G,3405,8080,7000,0.61
G,7725,14329,23000,1.04
G,11588,19327,45500,1.47
G,7725,11545,20000,1.04
G,7725,21897,30200,1.02
G,15450,8082,18500,0.79
G,13332,23415,46500,1.27
G,7696,9625,42000,2.42
G,7650,11855,36200,1.86
G,9489,10984,24400,1.19
G,8537,17871,48000,1.82
G,6909,35236,53500,1.27
G,9363,26052,59900,1.69
G,7210,9131,29900,1.83
G,7857,18068,44000,1.70
G,14420,30179,42000,0.94
G,5940,46618,76700,1.46
G,7416,23336,31700,1.03
G,8448,34922,33900,0.78
G,9016,25055,41000,1.20
G,10304,27591,14800,0.39
G,16274,35732,54000,1.04
G,51192,37486,129900,1.46
G,16128,30824,55500,1.18
G,14803,32475,59000,1.25
G,9660,22804,32200,0.99
G,9660,25765,44700,1.26
G,14314,32091,66500,1.43
G,10618,31683,66900,1.58
G,9167,30304,32000,0.81
G,7857,12429,17000,0.84
G,11034,12835,29000,1.21
G,8131,3416,16000,1.39
G,12240,37641,50000,1.00
G,6548,42853,29500,0.60
G,6953,8293,5500,0.36
G,7509,34721,39900,0.94
G,6953,8057,6200,0.41
G,7223,12915,33000,1.64
G,11000,8455,10000,0.51
G,7441,19270,19000,0.71
G,7344,24668,54000,1.69
G,6625,32325,41700,1.07
G,6912,24437,45000,1.44
G,10374,17958,48900,1.73
G,10374,19268,42900,1.45
G,9450,31960,20000,0.48
G,14911,18388,25000,0.75
G,7397,26690,36500,1.07
G,6120,9747,9000,0.57
G,6120,38921,53900,1.20
G,15120,23825,35000,0.90
G,6180,18822,35200,1.41
G,6952,13948,14000,0.67
G,6120,36769,30200,0.70
G,7551,33906,38100,0.92
G,5034,21342,20500,0.78
G,5034,5733,11000,1.02
G,5034,42888,32100,0.67
G,5132,6854,19600,1.64
G,5034,34088,21000,0.54
G,5132,7140,11200,0.91
G,5034,19064,11400,0.47
G,5034,23817,22000,0.76
G,5273,41272,37700,0.81
G,5273,37168,26500,0.62
G,5377,17999,13664,0.58
G,5753,11501,6600,0.38
G,5753,25146,19500,0.63
G,5753,12465,19000,1.04
G,5906,24954,45000,1.46
G,5753,9887,18400,1.18
G,6440,7602,12500,0.89
G,6440,17162,25000,1.06
G,9766,36767,54000,1.16
G,7392,57365,57000,0.88
G,8736,16045,40000,1.61
G,7934,18218,21500,0.82
G,2632,9511,40000,3.29
G,7248,18610,46500,1.80
G,9168,30574,9400,0.24
G,7541,28332,33200,0.93
G,4050,6618,17300,1.62
G,8796,21929,34000,1.11
G,6930,24298,30000,0.96
G,9000,14672,27900,1.18
G,4311,12600,21000,1.24
G,6348,16444,34000,1.49
G,4600,6674,8500,0.75
G,5520,8931,11900,0.82
G,7210,19012,23500,0.90
G,4140,29898,27300,0.80
G,4140,7926,15000,1.24
G,4140,9106,12000,0.91
G,4500,18296,34200,1.50
G,4140,2500,5600,0.84
G,7865,32799,42363,1.04
G,6426,15291,28500,1.31
G,5808,67418,24000,0.33
G,6930,19095,17000,0.65
G,6542,7407,12000,0.86
G,10067,21245,12000,0.38
G,9853,25396,12000,0.34
G,5216,2500,5800,0.75
G,4830,12677,28000,1.60
G,4927,9585,18000,1.24
G,5303,28604,36700,1.08
G,3948,27995,12500,0.39
G,5303,7991,40000,3.01
G,10605,12314,40000,1.75
G,2800,6406,15000,1.63
G,3910,39831,36000,0.82
G,3910,24987,29300,1.01
G,3910,28378,39500,1.22
G,4365,31800,15000,0.41
G,11016,22570,25800,0.77
G,3128,8643,5700,0.48
G,2464,9949,9200,0.74
G,1800,5387,23000,3.20
G,3600,5873,6000,0.63
G,17280,24342,10000,0.24
G,11475,7958,10000,0.51
G,4104,18987,31500,1.36
G,2907,5062,6500,0.82
G,2907,11381,19900,1.39
G,8736,18202,31000,1.15
G,5478,17301,40000,1.76
G,5870,29408,48000,1.36
G,12416,76349,62000,0.70
G,7553,18733,36000,1.37
G,18472,16014,22000,0.64
G,5757,11625,45000,2.59
G,8958,17656,21000,0.79
G,9378,19195,16000,0.56
G,9770,16001,34900,1.35
G,9477,29504,58500,1.50
G,9163,13957,31000,1.34
G,8499,12274,17000,0.82
G,6021,25493,38000,1.21
G,7168,16176,25000,1.07
G,7262,23622,37400,1.21
G,6345,13851,33700,1.67
G,6480,6339,25000,1.95
G,6480,11241,13000,0.73
G,6480,16483,35000,1.52
G,4560,21454,32000,1.23
G,5040,12806,15000,0.84
G,5040,16450,19900,0.93
G,7403,9221,20000,1.20
G,4935,11161,45000,2.80
G,4935,14801,25000,1.27
G,14891,6926,26400,1.21
G,9500,19816,27500,0.94
G,9500,16293,31000,1.20
G,4370,26323,23500,0.77
G,4750,10312,12000,0.80
G,4750,39554,45000,1.02
G,8778,10381,7500,0.39
G,6454,2500,6000,0.67
G,5925,20586,45200,1.70
G,9734,26085,38600,1.08
G,12908,9003,15100,0.69
G,6454,6717,39900,3.03
G,6702,12743,43600,2.24
G,6594,23235,40000,1.34
G,5000,10158,8000,0.53
G,5000,46465,39000,0.76
G,5000,16262,16700,0.79
G,5050,13324,23700,1.29
G,10350,15930,39000,1.48
G,7088,17517,40000,1.63
G,9108,15512,46800,1.90
G,9999,16326,15900,0.60
G,9137,9006,152000,8.38
G,9818,34409,65000,1.47
G,8498,10023,16000,0.86
G,20255,27763,50000,1.04
G,17845,21705,67000,1.69
G,10124,23377,58000,1.73
G,9999,15540,26000,1.02
G,8712,14455,48000,2.07
G,9900,6840,7000,0.42
G,8498,11634,44000,2.19
G,8663,27857,18000,0.49
G,15450,40420,83300,1.49
G,10506,17073,45500,1.65
G,10435,13701,36800,1.52
G,10435,16321,49300,1.84
G,15071,19438,27300,0.79
G,10300,22910,52900,1.59
G,8943,16332,46500,1.84
G,13464,37318,41800,0.82
G,10387,25717,55000,1.52
G,11049,16914,45000,1.61
G,9894,31052,59000,1.44
G,12671,15146,42500,1.53
G,12838,17711,33000,1.08
G,13536,13634,46500,1.71
G,7755,12329,39200,1.95
G,8225,30050,46500,1.21
G,8225,14794,43000,1.87
G,8225,20192,8000,0.28
G,8225,19307,42000,1.53
G,8225,17254,42200,1.66
G,16450,27366,40900,0.93
G,12338,14079,49000,1.85
G,11515,24181,55000,1.54
G,8225,19703,38000,1.36
G,12338,15130,57400,2.09
G,13160,22246,50700,1.43
G,16450,37739,56000,1.03
G,7700,13852,22500,1.04
G,8225,17205,52300,2.06
G,8225,25861,42000,1.23
G,6536,65507,86000,1.19
G,7875,35020,33900,0.79
G,7260,36567,58900,1.34
G,7260,15476,36500,1.61
G,8874,24138,41900,1.27
G,8667,16154,28000,1.13
G,17335,11662,45000,1.55
G,8663,22310,56000,1.81
G,7986,15122,30000,1.30
G,15660,13038,45000,1.57
G,6953,13638,36000,1.75
G,29754,12950,115000,2.69
G,14580,12416,30500,1.13
G,8687,24436,54100,1.63
G,12346,21352,47500,1.41
G,7735,16480,20000,0.83
G,7735,18468,37200,1.42
G,8011,16767,40500,1.63
G,8343,12061,32000,1.57
G,8302,11494,13000,0.66
G,7967,20213,38900,1.38
G,8348,20672,40900,1.41
G,7392,13798,20000,0.94
G,5280,13264,21000,1.13
G,8755,23048,47900,1.51
G,13133,27502,42000,1.03
G,11206,37164,64000,1.32
G,10200,18654,61500,2.13
G,20400,27509,73900,1.54
G,13240,20480,27500,0.82
G,11005,31547,60000,1.41
G,7828,14580,50000,2.23
G,7828,14877,46500,2.05
G,7750,13257,39000,1.86
G,7115,20129,54300,1.99
G,10506,20416,45000,1.46
G,12257,17395,40000,1.35
G,10506,14947,30000,1.18
G,17510,18198,47600,1.33
G,9739,41894,65000,1.26
G,19477,27192,60000,1.29
G,9739,21857,50000,1.58
G,9739,28849,78000,2.02
G,8585,19931,33000,1.16
G,8585,20651,34400,1.18
G,16312,28450,62000,1.39
G,8585,14132,10000,0.44
G,8585,14789,50500,2.16
G,17170,16808,46000,1.35
G,15024,19889,49900,1.43
G,8585,22215,48000,1.56
G,8500,19479,32600,1.17
G,8585,20874,29500,1.00
G,6895,16720,44900,1.90
G,10605,17282,33300,1.19
G,10128,19672,34700,1.16
G,11168,19141,27500,0.91
G,7728,14622,34000,1.52
G,8372,21345,45000,1.51
G,7728,13958,48100,2.22
G,9898,32492,69900,1.65
G,10094,25993,58300,1.62
G,10094,27462,57000,1.52
G,16099,44317,76500,1.27
G,13728,18663,40000,1.23
G,27752,29102,27000,0.47
G,15224,28417,22400,0.51
G,9240,19236,35500,1.25
G,7931,22330,31000,1.02
G,7478,27939,45900,1.30
G,9800,13645,30482,1.30
G,7650,17713,55000,2.17
G,7650,24929,38000,1.17
G,7650,13407,26000,1.23
G,7725,10585,28000,1.53
G,13141,23382,38000,1.04
G,18364,32420,43000,0.85
G,7146,16187,22400,0.96
G,7020,17268,35000,1.44
G,5897,12696,13500,0.73
G,7795,29946,21500,0.57
G,7210,27661,55900,1.60
G,7210,28115,38000,1.08
G,7210,28812,21600,0.60
G,7643,12587,32000,1.58
G,7643,32334,36700,0.92
G,8484,15517,37500,1.56
G,8484,20916,44600,1.52
G,8484,25653,59900,1.75
G,14000,15406,33000,1.12
G,7854,22082,46700,1.56
G,11924,23713,50000,1.40
G,8484,16856,41200,1.63
G,8316,8073,15000,0.92
G,8484,13970,20000,0.89
G,8316,9997,22600,1.23
G,8484,15002,50000,2.13
G,8316,13967,35000,1.57
G,8148,9384,49000,2.79
G,8148,11959,15000,0.75
G,9506,24079,52000,1.55
G,8148,17711,32500,1.26
G,8736,16551,35000,1.38
G,8165,15022,39800,1.72
G,5865,13678,35550,1.82
G,5865,17210,44000,1.91
G,7337,27612,42000,1.20
G,6937,9555,11000,0.67
G,5452,9705,32000,2.11
G,5452,7268,28000,2.20
G,6232,11757,44000,2.45
G,12953,21880,54500,1.56
G,6232,12780,20000,1.05
G,11242,25812,47000,1.27
G,6232,11575,20000,1.12
G,6232,5591,21000,1.78
G,13229,22388,32300,0.91
G,6365,16545,20000,0.87
G,6232,11100,23200,1.34
G,6232,9479,32500,2.07
G,6232,9255,30000,1.94
G,14729,16164,50100,1.62
G,7030,12669,17000,0.86
G,5665,14993,29500,1.43
G,5491,21734,21000,0.77
G,26016,18345,8000,0.18
G,5606,11213,50000,2.97
G,7238,15618,44000,1.93
G,7468,20013,27000,0.98
G,13905,23511,16600,0.44
G,9594,26792,51000,1.40
G,7231,21612,42500,1.47
G,9828,28308,48900,1.28
G,9828,36747,37000,0.79
G,9828,26010,49900,1.39
G,6818,16425,38500,1.66
G,6426,13510,10600,0.53
G,7070,19433,22100,0.83
G,7070,7937,45000,3.00
G,7070,15590,44500,1.96
G,10605,13663,48000,1.98
G,5993,11388,24500,1.41
G,5993,10097,13300,0.83
G,5993,7720,17000,1.24
G,12455,13431,11000,0.42
G,5993,12527,36000,1.94
G,7344,16500,39200,1.64
G,8085,29861,23500,0.62
G,6732,19979,8000,0.30
G,11220,28136,45000,1.14
G,5610,13916,30000,1.54
G,7468,11825,20000,1.04
G,10986,3000,14400,1.03
G,7088,26911,23000,0.68
G,5589,12173,10000,0.56
